price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_per_area,room_count,amenity_score,bath_bed_ratio,story_bed_ratio,parking_bed_ratio,total_comfort_score
6629000,6000,3,1,2,1,0,0,1,0,1,1,2,1104.8333333333333,4,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,1
6615000,4000,3,2,2,1,0,1,0,1,1,0,2,1653.75,5,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,2
6615000,10500,3,2,1,1,0,1,0,1,1,1,1,630.0,5,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,2
6580000,6000,3,2,4,1,0,0,0,1,0,0,2,1096.6666666666667,5,1,0.6666666666666666,1.3333333333333333,0.0,1
6510000,3760,3,1,2,1,0,0,1,0,2,0,2,1731.3829787234042,4,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
6510000,8250,3,2,3,1,0,0,0,1,0,0,1,789.0909090909091,5,1,0.6666666666666666,1.0,0.0,1
6510000,6670,3,1,3,1,0,1,0,0,0,1,3,976.0119940029984,4,2,0.3333333333333333,1.0,0.0,1
6475000,3960,3,1,1,1,0,1,0,0,2,0,2,1635.1010101010102,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
6475000,7410,3,1,1,1,1,1,0,1,2,1,3,873.8191632928475,4,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,3
6440000,8580,5,3,2,1,0,0,0,0,2,0,1,750.5827505827506,8,0,0.6,0.4,0.4,0
6440000,5000,3,1,2,1,0,0,0,1,0,0,2,1288.0,4,1,0.3333333333333333,0.6666666666666666,0.0,1
6419000,6750,2,1,1,1,1,1,0,0,2,1,1,950.9629629629629,3,3,0.5,0.5,1.0,2
6405000,4800,3,2,4,1,1,0,0,1,0,0,1,1334.375,5,2,0.6666666666666666,1.3333333333333333,0.0,2
6300000,7200,3,2,1,1,0,1,0,1,3,0,2,875.0,5,2,0.6666666666666666,0.3333333333333333,1.0,2
6300000,6000,4,2,4,1,0,0,0,0,1,0,2,1050.0,6,0,0.5,1.0,0.25,0
6300000,4100,3,2,3,1,0,0,0,1,2,0,2,1536.5853658536585,5,1,0.6666666666666666,1.0,0.6666666666666666,1
6300000,9000,3,1,1,1,0,1,0,0,1,1,1,700.0,4,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
6300000,6400,3,1,1,1,1,1,0,1,1,1,2,984.375,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
6293000,6600,3,2,3,1,0,0,0,1,0,1,3,953.4848484848485,5,2,0.6666666666666666,1.0,0.0,1
6265000,6000,4,1,3,1,1,1,0,0,0,1,3,1044.1666666666667,5,3,0.25,0.75,0.0,2
6230000,6600,3,2,1,1,0,1,0,1,0,1,3,943.939393939394,5,3,0.6666666666666666,0.3333333333333333,0.0,2
6230000,5500,3,1,3,1,0,0,0,0,1,1,3,1132.7272727272727,4,1,0.3333333333333333,1.0,0.3333333333333333,0
6195000,5500,3,2,4,1,1,0,0,1,1,0,2,1126.3636363636363,5,2,0.6666666666666666,1.3333333333333333,0.3333333333333333,2
6195000,6350,3,2,3,1,1,0,0,1,0,0,1,975.5905511811023,5,2,0.6666666666666666,1.0,0.0,2
6195000,5500,3,2,1,1,1,1,0,0,2,1,1,1126.3636363636363,5,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,2
6160000,4500,3,1,4,1,0,0,0,1,0,0,3,1368.888888888889,4,1,0.3333333333333333,1.3333333333333333,0.0,1
6160000,5450,4,2,1,1,0,1,0,1,0,1,2,1130.2752293577983,6,3,0.5,0.25,0.0,2
6125000,6420,3,1,3,1,0,1,0,0,0,1,3,954.0498442367601,4,2,0.3333333333333333,1.0,0.0,1
6107500,3240,4,1,3,1,0,0,0,0,1,0,2,1885.030864197531,5,0,0.25,0.75,0.25,0
6090000,6615,4,2,2,1,1,0,1,0,1,0,2,920.6349206349206,6,2,0.5,0.5,0.25,2
6090000,6600,3,1,1,1,1,1,0,0,2,1,2,922.7272727272727,4,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,2
6090000,8372,3,1,3,1,0,0,0,1,2,0,3,727.4247491638796,4,1,0.3333333333333333,1.0,0.6666666666666666,1
6083000,4300,6,2,2,1,0,0,0,0,0,0,1,1414.6511627906978,8,0,0.3333333333333333,0.3333333333333333,0.0,0
6083000,9620,3,1,1,1,0,1,0,0,2,1,1,632.3284823284823,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
6020000,6800,2,1,1,1,1,1,0,0,2,0,1,885.2941176470588,3,2,0.5,0.5,1.0,2
6020000,8000,3,1,1,1,1,1,0,1,2,1,2,752.5,4,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,3
6020000,6900,3,2,1,1,1,1,0,0,0,1,3,872.463768115942,5,3,0.6666666666666666,0.3333333333333333,0.0,2
5950000,3700,4,1,2,1,1,0,0,1,0,0,1,1608.1081081081081,5,2,0.25,0.5,0.0,2
5950000,6420,3,1,1,1,0,1,0,1,0,1,1,926.791277258567,4,3,0.3333333333333333,0.3333333333333333,0.0,2
5950000,7020,3,1,1,1,0,1,0,1,2,1,2,847.5783475783476,4,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,2
5950000,6540,3,1,1,1,1,1,0,0,2,1,1,909.7859327217126,4,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,2
5950000,7231,3,1,2,1,1,1,0,1,0,1,2,822.8460793804453,4,4,0.3333333333333333,0.6666666666666666,0.0,3
5950000,6254,4,2,1,1,0,1,0,0,1,1,2,951.3911096897986,6,2,0.5,0.25,0.25,1
5950000,7320,4,2,2,1,0,0,0,0,0,0,1,812.8415300546449,6,0,0.5,0.5,0.0,0
5950000,6525,3,2,4,1,0,0,0,0,1,0,1,911.8773946360153,5,0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0
5943000,15600,3,1,1,1,0,0,0,1,2,0,2,380.96153846153845,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
5880000,7160,3,1,1,1,0,1,0,0,2,1,3,821.2290502793296,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
5880000,6500,3,2,3,1,0,0,0,1,0,0,3,904.6153846153846,5,1,0.6666666666666666,1.0,0.0,1
5873000,5500,3,1,3,1,1,0,0,1,1,0,1,1067.8181818181818,4,2,0.3333333333333333,1.0,0.3333333333333333,2
5873000,11460,3,1,3,1,0,0,0,0,2,1,2,512.478184991274,4,1,0.3333333333333333,1.0,0.6666666666666666,0
5866000,4800,3,1,1,1,1,1,0,0,0,0,3,1222.0833333333333,4,2,0.3333333333333333,0.3333333333333333,0.0,2
5810000,5828,4,1,4,1,1,0,0,0,0,0,2,996.9114619080302,5,1,0.25,1.0,0.0,1
5810000,5200,3,1,3,1,0,0,0,1,0,0,2,1117.3076923076924,4,1,0.3333333333333333,1.0,0.0,1
5810000,4800,3,1,3,1,0,0,0,1,0,0,3,1210.4166666666667,4,1,0.3333333333333333,1.0,0.0,1
5803000,7000,3,1,1,1,0,1,0,0,2,1,2,829.0,4,2,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
5775000,6000,3,2,4,1,0,0,0,1,0,0,3,962.5,5,1,0.6666666666666666,1.3333333333333333,0.0,1
5740000,5400,4,2,2,1,0,0,0,1,2,0,3,1062.962962962963,6,1,0.5,0.5,0.5,1
5740000,4640,4,1,2,1,0,0,0,0,1,0,2,1237.0689655172414,5,0,0.25,0.5,0.25,0
5740000,5000,3,1,3,1,0,0,0,1,0,0,2,1148.0,4,1,0.3333333333333333,1.0,0.0,1
5740000,6360,3,1,1,1,1,1,0,1,2,1,1,902.5157232704403,4,4,0.3333333333333333,0.3333333333333333,0.6666666666666666,3
5740000,5800,3,2,4,1,0,0,0,1,0,0,3,989.6551724137931,5,1,0.6666666666666666,1.3333333333333333,0.0,1
5652500,6660,4,2,2,1,1,1,0,0,1,1,2,848.7237237237238,6,3,0.5,0.5,0.25,2
5600000,10500,4,2,2,1,0,0,0,0,1,0,2,533.3333333333334,6,0,0.5,0.5,0.25,0
5600000,4800,5,2,3,0,0,1,1,0,0,0,3,1166.6666666666667,7,2,0.4,0.6,0.0,2
5600000,4700,4,1,2,1,1,1,0,1,1,0,1,1191.4893617021276,5,3,0.25,0.5,0.25,3
5600000,5000,3,1,4,1,0,0,0,0,0,0,1,1120.0,4,0,0.3333333333333333,1.3333333333333333,0.0,0
5600000,10500,2,1,1,1,0,0,0,0,1,0,2,533.3333333333334,3,0,0.5,0.5,0.5,0
5600000,5500,3,2,2,1,0,0,0,0,1,0,2,1018.1818181818181,5,0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0
5600000,6360,3,1,3,1,0,0,0,0,0,1,2,880.503144654088,4,1,0.3333333333333333,1.0,0.0,0
5600000,6600,4,2,1,1,0,1,0,0,0,1,2,848.4848484848485,6,2,0.5,0.25,0.0,1
5600000,5136,3,1,2,1,1,1,0,1,0,1,3,1090.342679127726,4,4,0.3333333333333333,0.6666666666666666,0.0,3
5565000,4400,4,1,2,1,0,0,0,1,2,1,2,1264.7727272727273,5,2,0.25,0.5,0.5,1
5565000,5400,5,1,2,1,1,1,0,1,0,1,1,1030.5555555555557,6,4,0.2,0.4,0.0,3
5530000,3300,3,3,2,1,0,1,0,0,0,0,2,1675.7575757575758,6,1,1.0,0.6666666666666666,0.0,1
5530000,3650,3,2,2,1,0,0,0,0,2,0,2,1515.0684931506848,5,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
5530000,6100,3,2,1,1,0,1,0,0,2,1,1,906.5573770491803,5,2,0.6666666666666666,0.3333333333333333,0.6666666666666666,1
5523000,6900,3,1,1,1,1,1,0,0,0,1,2,800.4347826086956,4,3,0.3333333333333333,0.3333333333333333,0.0,2
5495000,2817,4,2,2,0,1,1,0,0,1,0,1,1950.6567270145545,6,2,0.5,0.5,0.25,2
5495000,7980,3,1,1,1,0,0,0,0,2,0,2,688.5964912280701,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
5460000,3150,3,2,1,1,1,1,0,1,0,0,1,1733.3333333333333,5,3,0.6666666666666666,0.3333333333333333,0.0,3
5460000,6210,4,1,4,1,1,0,0,1,0,0,1,879.2270531400966,5,2,0.25,1.0,0.0,2
5460000,6100,3,1,3,1,1,0,0,1,0,1,2,895.0819672131148,4,3,0.3333333333333333,1.0,0.0,2
5460000,6600,4,2,2,1,1,1,0,0,0,1,2,827.2727272727273,6,3,0.5,0.5,0.0,2
5425000,6825,3,1,1,1,1,1,0,1,0,1,2,794.8717948717949,4,4,0.3333333333333333,0.3333333333333333,0.0,3
5390000,6710,3,2,2,1,1,1,0,0,1,1,1,803.2786885245902,5,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,2
5383000,6450,3,2,1,1,1,1,1,0,0,0,3,834.5736434108527,5,3,0.6666666666666666,0.3333333333333333,0.0,3
5320000,7800,3,1,1,1,0,1,0,1,2,1,3,682.0512820512821,4,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,2
5285000,4600,2,2,1,1,0,0,0,1,2,0,2,1148.9130434782608,4,1,1.0,0.5,1.0,1
5250000,4260,4,1,2,1,0,1,0,1,0,0,1,1232.394366197183,5,2,0.25,0.5,0.0,2
5250000,6540,4,2,2,0,0,0,0,1,0,0,2,802.7522935779816,6,1,0.5,0.5,0.0,1
5250000,5500,3,2,1,1,0,1,0,0,0,0,2,954.5454545454545,5,1,0.6666666666666666,0.3333333333333333,0.0,1
5250000,10269,3,1,1,1,0,0,0,0,1,1,2,511.2474437627812,4,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
5250000,8400,3,1,2,1,1,1,0,1,2,1,3,625.0,4,4,0.3333333333333333,0.6666666666666666,0.6666666666666666,3
5250000,5300,4,2,1,1,0,0,0,1,0,1,3,990.566037735849,6,2,0.5,0.25,0.0,1
5250000,3800,3,1,2,1,1,1,0,0,1,1,3,1381.578947368421,4,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,2
5250000,9800,4,2,2,1,1,0,0,0,2,0,2,535.7142857142857,6,1,0.5,0.5,0.5,1
5250000,8520,3,1,1,1,0,0,0,1,2,0,1,616.1971830985915,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
5243000,6050,3,1,1,1,0,1,0,0,0,1,2,866.6115702479339,4,2,0.3333333333333333,0.3333333333333333,0.0,1
5229000,7085,3,1,1,1,1,1,0,0,2,1,2,738.0381086803105,4,3,0.3333333333333333,0.3333333333333333,0.6666666666666666,2
5215000,3180,3,2,2,1,0,0,0,0,2,0,2,1639.937106918239,5,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0
5215000,4500,4,2,1,0,0,1,0,1,2,0,2,1158.888888888889,6,2,0.5,0.25,0.5,2
5215000,7200,3,1,2,1,1,1,0,0,1,1,1,724.3055555555555,4,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,2
5145000,3410,3,1,2,0,0,0,0,1,0,0,2,1508.7976539589442,4,1,0.3333333333333333,0.6666666666666666,0.0,1
5145000,7980,3,1,1,1,0,0,0,0,1,1,2,644.7368421052631,4,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
5110000,3000,3,2,2,1,1,1,0,0,0,0,1,1703.3333333333333,5,2,0.6666666666666666,0.6666666666666666,0.0,2
5110000,3000,3,1,2,1,0,1,0,0,0,0,3,1703.3333333333333,4,1,0.3333333333333333,0.6666666666666666,0.0,1
5110000,11410,2,1,2,1,0,0,0,0,0,1,1,447.85276073619633,3,1,0.5,1.0,0.0,0
5110000,6100,3,1,1,1,0,1,0,1,0,1,2,837.7049180327868,4,3,0.3333333333333333,0.3333333333333333,0.0,2
5075000,5720,2,1,2,1,0,0,0,1,0,1,3,887.2377622377622,3,2,0.5,1.0,0.0,1
5040000,3540,2,1,1,0,1,1,0,0,0,0,2,1423.7288135593221,3,2,0.5,0.5,0.0,2
5040000,7600,4,1,2,1,0,0,0,1,2,0,1,663.1578947368421,5,1,0.25,0.5,0.5,1
5040000,10700,3,1,2,1,1,1,0,0,0,0,2,471.02803738317755,4,2,0.3333333333333333,0.6666666666666666,0.0,2
5040000,6600,3,1,1,1,1,1,0,0,0,1,1,763.6363636363636,4,3,0.3333333333333333,0.3333333333333333,0.0,2
5033000,4800,2,1,1,1,1,1,0,0,0,0,2,1048.5416666666667,3,2,0.5,0.5,0.0,2
5005000,8150,3,2,1,1,1,1,0,0,0,0,2,614.1104294478528,5,2,0.6666666666666666,0.3333333333333333,0.0,2
4970000,4410,4,3,2,1,0,1,0,0,2,0,2,1126.984126984127,7,1,0.75,0.5,0.5,1
4970000,7686,3,1,1,1,1,1,1,0,0,0,2,646.6302367941712,4,3,0.3333333333333333,0.3333333333333333,0.0,3
4956000,2800,3,2,2,0,0,1,0,1,1,0,2,1770.0,5,2,0.6666666666666666,0.6666666666666666,0.3333333333333333,2
4935000,5948,3,1,2,1,0,0,0,1,0,0,2,829.6906523201076,4,1,0.3333333333333333,0.6666666666666666,0.0,1
4907000,4200,3,1,2,1,0,0,0,0,1,0,1,1168.3333333333333,4,0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0
4900000,4520,3,1,2,1,0,1,0,1,0,0,2,1084.070796460177,4,2,0.3333333333333333,0.6666666666666666,0.0,2
4900000,4095,3,1,2,0,1,1,0,1,0,0,2,1196.5811965811965,4,3,0.3333333333333333,0.6666666666666666,0.0,3
4900000,4120,2,1,1,1,0,1,0,0,1,0,2,1189.3203883495146,3,1,0.5,0.5,0.5,1
4900000,5400,4,1,2,1,0,0,0,0,0,0,2,907.4074074074074,5,0,0.25,0.5,0.0,0
4900000,4770,3,1,1,1,1,1,0,0,0,0,2,1027.2536687631027,4,2,0.3333333333333333,0.3333333333333333,0.0,2
4900000,6300,3,1,1,1,0,0,0,1,2,0,2,777.7777777777778,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,1
4900000,5800,2,1,1,1,1,1,0,1,0,0,2,844.8275862068965,3,3,0.5,0.5,0.0,3
4900000,3000,3,1,2,1,0,1,0,1,0,0,2,1633.3333333333333,4,2,0.3333333333333333,0.6666666666666666,0.0,2
4900000,2970,3,1,3,1,0,0,0,0,0,0,2,1649.8316498316499,4,0,0.3333333333333333,1.0,0.0,0
4900000,6720,3,1,1,1,0,0,0,0,0,0,3,729.1666666666666,4,0,0.3333333333333333,0.3333333333333333,0.0,0
4900000,4646,3,1,2,1,1,1,0,0,2,0,2,1054.6706844597504,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,2
4900000,12900,3,1,1,1,0,0,0,0,2,0,1,379.84496124031006,4,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
4893000,3420,4,2,2,1,0,1,0,1,2,0,2,1430.701754385965,6,2,0.5,0.5,0.5,2
4893000,4995,4,2,1,1,0,1,0,0,0,0,2,979.5795795795796,6,1,0.5,0.25,0.0,1
4865000,4350,2,1,1,1,0,1,0,0,0,0,3,1118.3908045977012,3,1,0.5,0.5,0.0,1
4830000,4160,3,1,3,1,0,0,0,0,0,0,3,1161.0576923076924,4,0,0.3333333333333333,1.0,0.0,0
4830000,6040,3,1,1,1,0,0,0,0,2,1,2,799.6688741721854,4,1,0.3333333333333333,0.3333333333333333,0.6666666666666666,0
4830000,6862,3,1,2,1,0,0,0,1,2,1,1,703.8764208685515,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,1
4830000,4815,2,1,1,1,0,0,0,1,0,1,2,1003.1152647975077,3,2,0.5,0.5,0.0,1
